UserId,UserAvgRating,UserVisitCount,UserUniqueAttractions,UserPreferredMode,UserPreferredType
28783,2.5,2,2,Solo,Landmark
28784,3.25,4,3,Friends,Landmark
28786,4.0,1,1,Couples,Temple
28787,5.0,1,1,Couples,Wildlife
28789,5.0,1,1,Couples,Wildlife
28792,4.5,2,2,Couples,Beach
28794,3.0,1,1,Couples,Wildlife
28796,3.0,2,2,Family,Beach
28797,3.0,1,1,Family,Wildlife
28799,3.0,3,2,Solo,Palace
28805,4.0,1,1,Couples,Wildlife
28806,4.0,1,1,Friends,Wildlife
28811,5.0,1,1,Couples,Wildlife
28812,5.0,1,1,Couples,Water Park
28813,4.0,1,1,Couples,Wildlife
28816,5.0,1,1,Family,Water Park
28819,2.0,1,1,Friends,Beach
28821,5.0,1,1,Family,Water Park
28825,5.0,1,1,Family,Water Park
28835,5.0,1,1,Solo,Landmark
28836,5.0,3,1,Couples,Wildlife
28837,4.0,1,1,Family,Beach
28838,4.0,2,2,Family,Beach
28841,5.0,1,1,Family,Temple
28844,4.0,1,1,Family,Temple
28848,4.0,1,1,Couples,Wildlife
28850,4.25,4,3,Couples,Beach
28852,3.0,1,1,Friends,Beach
28853,5.0,1,1,Couples,Wildlife
28854,5.0,2,2,Couples,Temple
28855,3.0,1,1,Friends,Temple
28856,4.0,1,1,Friends,Beach
28857,3.6666666666666665,3,2,Couples,Wildlife
28858,3.0,1,1,Couples,Wildlife
28861,4.0,1,1,Family,Beach
28865,5.0,1,1,Family,Water Park
28867,4.0,1,1,Family,Temple
28870,5.0,1,1,Family,Beach
28871,4.25,4,4,Couples,Landmark
28878,4.5,2,2,Couples,Landmark
28882,5.0,2,2,Solo,Temple
28883,5.0,2,2,Solo,Landmark
28885,4.0,1,1,Family,Temple
28890,4.5,2,2,Family,Landmark
28895,5.0,1,1,Family,Wildlife
28896,4.0,1,1,Couples,Waterfall
28899,5.0,1,1,Family,Water Park
28903,4.0,1,1,Solo,Landmark
28905,4.0,1,1,Solo,Beach
28908,4.0,1,1,Couples,Temple
28909,4.0,1,1,Solo,Beach
28910,5.0,1,1,Friends,Wildlife
28913,4.0,1,1,Friends,Wildlife
28915,5.0,1,1,Family,Beach
28917,3.0,2,2,Couples,Landmark
28920,4.0,1,1,Couples,Beach
28922,4.0,4,4,Couples,Landmark
28923,4.0,2,1,Couples,Water Park
28926,4.0,1,1,Couples,Wildlife
28932,4.0,2,1,Family,Landmark
28947,1.0,1,1,Family,Beach
28951,5.0,1,1,Couples,Temple
28952,3.0,1,1,Friends,Wildlife
28954,4.0,2,1,Friends,Wildlife
28957,4.0,1,1,Couples,Temple
28964,3.0,2,1,Family,Wildlife
28967,4.0,1,1,Family,Beach
28968,4.0,1,1,Family,Temple
28970,3.6666666666666665,3,2,Couples,Landmark
28971,4.0,2,2,Family,Beach
28973,3.0,2,1,Solo,Wildlife
28975,5.0,1,1,Family,Water Park
28977,5.0,1,1,Family,Water Park
28978,3.5,2,2,Couples,Landmark
28980,5.0,2,1,Couples,Wildlife
28981,4.0,1,1,Family,Temple
28988,3.7142857142857144,7,3,Family,Volcano
28989,5.0,1,1,Couples,Water Park
28995,4.5,2,2,Couples,Beach
28996,4.333333333333333,9,5,Family,Beach
28997,4.0,1,1,Friends,Wildlife
28998,5.0,1,1,Couples,Wildlife
28999,5.0,1,1,Couples,Temple
29006,5.0,1,1,Family,Water Park
29007,5.0,1,1,Family,Water Park
29008,5.0,2,2,Couples,Landmark
29010,4.0,1,1,Couples,Wildlife
29011,4.0,1,1,Couples,Street/Area
29013,3.0,1,1,Friends,Temple
29017,5.0,1,1,Business,Beach
29024,5.0,1,1,Family,Beach
29026,3.0,1,1,Couples,Temple
29029,3.0,1,1,Couples,Beach
29037,5.0,1,1,Couples,Wildlife
29041,5.0,1,1,Couples,Landmark
29044,3.0,1,1,Family,Beach
29045,5.0,1,1,Solo,Cave
29046,5.0,1,1,Friends,Temple
29049,4.0,1,1,Couples,Temple
29050,3.5,2,2,Family,Beach
29051,4.0,2,1,Couples,Wildlife
29052,4.0,1,1,Family,Water Park
29053,5.0,1,1,Family,Landmark
29055,4.5,4,2,Couples,Temple
29058,1.0,1,1,Couples,Wildlife
29059,5.0,2,2,Family,Landmark
29061,4.0,2,1,Couples,Wildlife
29066,4.5,4,4,Friends,Beach
29073,2.5,2,2,Couples,Beach
29075,4.0,6,3,Family,Street/Area
29078,5.0,1,1,Friends,Wildlife
29080,5.0,2,2,Couples,Waterfall
29083,5.0,2,2,Solo,Beach
29086,4.0,3,3,Family,Landmark
29087,5.0,3,3,Couples,Beach
29088,5.0,1,1,Couples,Wildlife
29089,4.0,1,1,Couples,Beach
29090,4.0,1,1,Solo,Wildlife
29093,3.5,2,2,Friends,Landmark
29095,4.333333333333333,3,3,Family,Landmark
29096,4.0,1,1,Family,Wildlife
29097,3.0,1,1,Couples,Wildlife
29100,4.0,1,1,Solo,Temple
29101,4.0,1,1,Couples,Temple
29102,5.0,1,1,Friends,Water Park
29104,4.0,2,2,Couples,Landmark
29105,4.0,1,1,Couples,Wildlife
29106,4.0,1,1,Couples,Temple
29107,5.0,2,1,Family,Temple
29111,3.0,1,1,Couples,Beach
29112,5.0,1,1,Family,Beach
29115,4.0,1,1,Family,Landmark
29118,5.0,2,1,Solo,Beach
29120,3.0,2,2,Couples,Temple
29121,4.0,2,2,Couples,Temple
29126,4.0,1,1,Couples,Wildlife
29128,4.0,1,1,Family,Water Park
29130,4.0,2,2,Couples,Landmark
29131,5.0,1,1,Solo,Beach
29135,4.5,2,2,Family,Beach
29138,5.0,1,1,Couples,Temple
29141,4.5,2,2,Family,Landmark
29145,4.0,3,1,Couples,Volcano
29149,4.5,2,2,Family,Beach
29150,4.0,1,1,Friends,Waterfall
29151,4.0,2,2,Family,Landmark
29157,4.5,2,2,Family,Beach
29166,4.5,2,2,Family,Beach
29170,4.0,1,1,Family,Wildlife
29171,5.0,1,1,Friends,Wildlife
29173,4.0,1,1,Family,Temple
29174,4.333333333333333,3,2,Solo,Wildlife
29179,4.0,1,1,Friends,Landmark
29182,5.0,1,1,Family,Water Park
29186,5.0,1,1,Friends,Waterfall
29191,4.5,2,2,Couples,Temple
29196,2.0,2,2,Friends,Palace
29198,3.0,1,1,Friends,Beach
29200,4.333333333333333,3,2,Couples,Beach
29203,5.0,1,1,Couples,Temple
29205,3.0,1,1,Friends,Beach
29214,4.2,5,5,Family,Beach
29215,5.0,1,1,Friends,Wildlife
29216,5.0,1,1,Couples,Wildlife
29217,4.0,2,2,Solo,Beach
29220,4.0,1,1,Family,Beach
29224,5.0,2,1,Family,Temple
29228,3.5,2,2,Couples,Beach
29229,4.0,2,2,Family,Temple
29230,4.5,2,2,Couples,Water Park
29231,5.0,1,1,Couples,Landmark
29232,5.0,1,1,Family,Water Park
29235,4.0,2,2,Couples,Beach
29238,2.0,1,1,Family,Beach
29241,4.0,1,1,Couples,Wildlife
29243,5.0,1,1,Couples,Beach
29244,5.0,1,1,Family,Water Park
29245,4.0,1,1,Family,Wildlife
29254,5.0,2,1,Family,Water Park
29255,3.0,1,1,Family,Temple
29256,3.3333333333333335,3,3,Couples,Landmark
29257,5.0,1,1,Family,Water Park
29258,3.0,1,1,Solo,Beach
29259,2.0,1,1,Couples,Beach
29263,4.0,3,3,Couples,Temple
29264,4.0,2,2,Couples,Beach
29269,4.0,1,1,Family,Water Park
29270,5.0,1,1,Couples,Wildlife
29273,4.0,1,1,Couples,Wildlife
29274,4.5,2,2,Solo,Landmark
29283,5.0,1,1,Friends,Wildlife
29284,5.0,1,1,Family,Water Park
29286,4.0,1,1,Family,Beach
29288,3.5,2,2,Family,Waterfall
29291,5.0,2,2,Couples,Landmark
29292,4.5,2,2,Couples,Landmark
29294,3.0,1,1,Family,Wildlife
29295,5.0,1,1,Couples,Beach
29298,5.0,1,1,Friends,Temple
29302,4.5,2,2,Couples,Landmark
29304,4.0,1,1,Family,Landmark
29306,4.0,1,1,Family,Beach
29307,5.0,1,1,Family,Temple
29308,5.0,1,1,Friends,Water Park
29309,5.0,3,2,Couples,Wildlife
29313,1.0,1,1,Couples,Wildlife
29315,5.0,1,1,Couples,Wildlife
29318,4.0,2,2,Solo,Beach
29321,5.0,2,1,Solo,Wildlife
29323,5.0,1,1,Family,Wildlife
29325,5.0,2,2,Couples,Beach
29330,3.0,2,2,Couples,Beach
29331,5.0,1,1,Family,Water Park
29333,4.0,2,2,Couples,Landmark
29336,5.0,1,1,Friends,Wildlife
29338,3.0,1,1,Couples,Beach
29339,5.0,1,1,Friends,Waterfall
29344,4.0,1,1,Couples,Landmark
29345,3.5,2,2,Couples,Water Park
29347,4.0,1,1,Family,National Park
29370,4.0,1,1,Couples,Wildlife
29371,3.95,20,7,Couples,Beach
29372,5.0,1,1,Family,Water Park
29373,5.0,1,1,Family,Water Park
29375,4.0,1,1,Couples,Street/Area
29377,3.6666666666666665,3,2,Family,Museum
29379,4.8,5,5,Family,Beach
29380,3.0,1,1,Friends,Beach
29387,5.0,1,1,Friends,National Park
29390,5.0,1,1,Friends,National Park
29397,5.0,2,1,Couples,Beach
29405,4.2,5,4,Couples,Wildlife
29406,5.0,1,1,Friends,Wildlife
29408,5.0,2,1,Couples,Temple
29409,3.0,1,1,Couples,Beach
29416,5.0,1,1,Couples,Village
29418,5.0,2,2,Couples,Beach
29419,4.0,2,2,Friends,Beach
29420,4.0,3,3,Couples,Temple
29421,5.0,2,1,Family,Water Park
29423,1.0,2,1,Solo,Beach
29427,4.0,1,1,Business,Wildlife
29428,5.0,3,3,Couples,Temple
29430,5.0,1,1,Family,Landmark
29432,1.0,1,1,Couples,Beach
29433,5.0,1,1,Family,Wildlife
29434,5.0,1,1,Friends,Temple
29436,5.0,1,1,Family,Wildlife
29437,4.0,1,1,Friends,National Park
29438,4.0,3,3,Couples,Landmark
29439,3.5,2,2,Couples,Landmark
29440,4.0,2,2,Family,Temple
29441,4.333333333333333,3,2,Couples,Wildlife
29442,5.0,1,1,Friends,Wildlife
29443,5.0,1,1,Family,Beach
29453,5.0,1,1,Couples,Temple
29462,4.75,4,4,Couples,Beach
29467,2.6666666666666665,3,2,Couples,Landmark
29470,3.4,5,3,Friends,Beach
29474,4.428571428571429,7,5,Couples,Beach
29480,4.0,1,1,Family,Beach
29481,4.666666666666667,3,2,Family,Water Park
29482,3.8333333333333335,6,5,Couples,Beach
29484,4.4,5,4,Friends,Beach
29490,3.0,1,1,Solo,Beach
29492,5.0,1,1,Couples,Beach
29497,5.0,1,1,Family,Temple
29498,5.0,1,1,Family,Water Park
29499,3.0,1,1,Family,Waterfall
29503,4.0,1,1,Couples,Temple
29504,3.0,1,1,Couples,Wildlife
29505,3.0,1,1,Couples,Waterfall
29506,5.0,1,1,Solo,Wildlife
29508,5.0,1,1,Couples,Wildlife
29509,4.666666666666667,3,3,Couples,Temple
29510,5.0,2,2,Family,Temple
29516,3.0,1,1,Family,Beach
29518,3.0,1,1,Solo,Beach
29519,4.0,1,1,Family,Wildlife
29521,5.0,2,1,Solo,Museum
29523,5.0,1,1,Friends,Water Park
29533,3.6666666666666665,3,3,Couples,Landmark
29536,4.0,1,1,Solo,Wildlife
29538,5.0,1,1,Family,Temple
29539,3.0,1,1,Solo,Wildlife
29540,5.0,1,1,Family,Landmark
29543,5.0,1,1,Family,Wildlife
29544,4.0,1,1,Couples,Landmark
29546,5.0,1,1,Family,Landmark
29548,4.333333333333333,3,2,Couples,Wildlife
29549,4.0,4,3,Couples,Wildlife
29553,4.0,1,1,Solo,Beach
29554,1.0,1,1,Solo,Museum
29555,5.0,1,1,Friends,Water Park
29558,5.0,1,1,Friends,National Park
29559,5.0,1,1,Family,Wildlife
29560,5.0,1,1,Friends,Beach
29563,5.0,1,1,Family,Wildlife
29565,4.333333333333333,3,2,Family,Temple
29570,4.0,1,1,Solo,Beach
29571,5.0,1,1,Solo,Beach
29574,2.0,1,1,Couples,Beach
29575,4.0,1,1,Couples,Beach
29578,4.5,2,1,Solo,Volcano
29579,2.0,1,1,Family,Water Park
29585,4.0,2,2,Couples,Beach
29588,5.0,1,1,Couples,Wildlife
29589,5.0,1,1,Friends,Landmark
29590,4.5,2,2,Family,Landmark
29593,4.5,6,5,Family,Temple
29596,5.0,1,1,Family,Water Park
29600,3.5,2,2,Couples,Beach
29601,3.0,1,1,Couples,Landmark
29602,3.3333333333333335,3,3,Couples,Beach
29605,5.0,1,1,Couples,Wildlife
29612,4.0,1,1,Couples,Wildlife
29614,3.0,1,1,Family,Wildlife
29618,3.0,1,1,Family,Temple
29623,5.0,2,2,Family,Temple
29627,4.0,1,1,Couples,Wildlife
29628,4.0,1,1,Family,Beach
29630,5.0,1,1,Family,Water Park
29634,5.0,1,1,Family,Museum
29642,2.0,1,1,Family,Street/Area
29654,3.0,1,1,Family,Beach
29656,4.0,1,1,Family,Landmark
29657,4.5,2,2,Family,Landmark
29660,5.0,2,1,Friends,Wildlife
29664,5.0,1,1,Family,Temple
29671,4.5,2,2,Couples,Landmark
29673,4.0,1,1,Couples,Beach
29676,4.0,6,5,Couples,Temple
29678,5.0,1,1,Family,Palace
29679,5.0,1,1,Couples,Wildlife
29683,5.0,1,1,Couples,Waterfall
29684,5.0,1,1,Couples,Wildlife
29687,5.0,2,1,Couples,Water Park
29693,5.0,1,1,Friends,Temple
29694,5.0,1,1,Family,Landmark
29698,4.0,1,1,Family,Beach
29704,5.0,1,1,Family,Water Park
29709,5.0,1,1,Family,Temple
29711,4.5,2,1,Friends,Museum
29727,2.0,1,1,Family,Beach
29728,5.0,1,1,Couples,Beach
29729,4.0,3,3,Friends,Landmark
29730,4.0,1,1,Couples,Landmark
29732,4.0,1,1,Couples,Beach
29735,5.0,1,1,Couples,Wildlife
29737,5.0,1,1,Family,Wildlife
29741,3.5,2,2,Couples,Temple
29743,4.0,1,1,Couples,Wildlife
29744,5.0,3,3,Couples,Water Park
29749,3.5,2,2,Friends,Landmark
29751,5.0,1,1,Couples,Beach
29753,5.0,1,1,Friends,Water Park
29754,5.0,1,1,Couples,Wildlife
29759,4.0,1,1,Family,Temple
29762,5.0,1,1,Friends,Temple
29771,2.0,1,1,Solo,Beach
29772,5.0,1,1,Couples,Wildlife
29776,4.0,1,1,Couples,Water Park
29777,4.0,1,1,Couples,Waterfall
29778,5.0,1,1,Solo,Wildlife
29782,3.0,1,1,Couples,Beach
29784,3.0,1,1,Solo,Beach
29785,4.5,2,2,Friends,Beach
29789,5.0,2,1,Couples,Water Park
29790,4.5,2,2,Family,Landmark
29792,3.5,2,1,Friends,Volcano
29798,4.0,1,1,Family,Wildlife
29799,2.0,1,1,Family,Beach
29800,4.0,1,1,Friends,Volcano
29801,3.0,1,1,Friends,Wildlife
29802,5.0,1,1,Family,Temple
29803,5.0,1,1,Couples,Wildlife
29808,3.5,2,2,Couples,Waterfall
29810,3.0,1,1,Family,Beach
29811,5.0,1,1,Friends,Wildlife
29815,2.0,1,1,Family,Waterfall
29819,4.0,1,1,Couples,Wildlife
29822,3.5,2,2,Friends,Waterfall
29825,4.0,1,1,Couples,Wildlife
29831,4.5,2,2,Couples,Beach
29835,3.0,2,2,Family,Beach
29836,3.0,1,1,Family,Landmark
29837,4.0,1,1,Couples,Wildlife
29842,3.0,1,1,Family,Palace
29845,4.0,1,1,Friends,Wildlife
29848,5.0,1,1,Friends,Cultural Show
29855,4.5,2,1,Friends,Street/Area
29857,3.0,2,1,Family,Landmark
29858,2.0,1,1,Couples,Cultural Show
29859,5.0,1,1,Couples,National Park
29861,5.0,1,1,Friends,Museum
29862,4.0,1,1,Solo,Wildlife
29866,4.0,1,1,Family,Landmark
29870,5.0,1,1,Couples,Beach
29871,4.0,1,1,Couples,Wildlife
29876,5.0,1,1,Couples,Water Park
29877,2.3333333333333335,3,3,Family,Landmark
29881,4.0,1,1,Friends,Temple
29882,2.0,1,1,Family,Water Park
29884,3.5,2,2,Friends,Waterfall
29886,3.0,1,1,Couples,Temple
29887,4.0,1,1,Family,Volcano
29891,4.0,1,1,Couples,Wildlife
29892,2.0,1,1,Friends,Volcano
29893,5.0,1,1,Couples,Temple
29895,5.0,1,1,Family,Waterfall
29900,4.0,1,1,Couples,Beach
29901,5.0,1,1,Couples,Landmark
29903,4.333333333333333,3,3,Family,Landmark
29905,5.0,1,1,Solo,Beach
29908,5.0,1,1,Solo,Beach
29909,5.0,1,1,Couples,Temple
29913,4.666666666666667,3,1,Couples,National Park
29914,3.0,1,1,Couples,Beach
29916,4.0,1,1,Couples,Wildlife
29923,3.0,1,1,Couples,Landmark
29924,5.0,2,1,Family,Water Park
29931,4.0,1,1,Couples,Beach
29932,3.6666666666666665,3,3,Family,Beach
29934,5.0,1,1,Family,Beach
29936,4.666666666666667,3,1,Solo,Volcano
29939,2.0,1,1,Couples,Beach
29940,5.0,1,1,Family,Temple
29941,4.0,1,1,Friends,Waterfall
29942,3.0,1,1,Couples,Wildlife
29943,5.0,1,1,Friends,Volcano
29945,4.0,1,1,Couples,Wildlife
29947,5.0,1,1,Couples,Wildlife
29954,3.0,1,1,Family,Temple
29956,3.0,1,1,Friends,Wildlife
29960,5.0,1,1,Friends,Landmark
29964,4.0,1,1,Couples,National Park
29979,4.0,2,2,Family,Beach
29981,3.5,2,1,Friends,Wildlife
29985,4.0,1,1,Friends,Landmark
29986,3.0,1,1,Family,Beach
29988,5.0,1,1,Couples,Landmark
29989,5.0,1,1,Friends,Cultural Show
29992,3.0,1,1,Solo,Wildlife
29993,4.333333333333333,3,3,Friends,Landmark
29995,3.5,2,2,Friends,Landmark
29996,5.0,1,1,Family,Beach
29997,5.0,1,1,Friends,Water Park
30001,3.0,1,1,Couples,Beach
30007,5.0,1,1,Family,Landmark
30009,2.0,1,1,Family,Landmark
30011,5.0,2,1,Friends,Water Park
30014,4.0,1,1,Friends,Palace
30015,4.0,1,1,Business,Landmark
30017,5.0,1,1,Friends,Temple
30020,5.0,1,1,Family,Wildlife
30022,5.0,1,1,Business,Landmark
30024,4.0,1,1,Family,Museum
30027,5.0,1,1,Friends,Volcano
30030,5.0,1,1,Couples,Beach
30034,3.3333333333333335,6,1,Family,Palace
30036,5.0,2,2,Couples,Beach
30038,5.0,3,2,Family,Wildlife
30039,2.0,1,1,Friends,Beach
30041,4.5,2,2,Friends,Waterfall
30042,4.0,1,1,Couples,Water Park
30044,4.0,1,1,Family,Beach
30045,5.0,2,1,Couples,Wildlife
30046,3.0,2,2,Couples,Beach
30051,4.5,2,2,Couples,Landmark
30056,4.0,1,1,Friends,Volcano
30057,4.0,1,1,Friends,Wildlife
30060,5.0,1,1,Couples,Wildlife
30066,4.0,1,1,Family,Street/Area
30067,5.0,1,1,Couples,Museum
30068,4.0,2,1,Family,Palace
30072,4.5,2,2,Couples,Landmark
30074,5.0,1,1,Couples,Volcano
30075,4.0,1,1,Friends,Beach
30077,4.0,2,2,Couples,Landmark
30078,3.0,1,1,Couples,Landmark
30079,4.0,1,1,Couples,Beach
30083,3.6666666666666665,3,1,Friends,Street/Area
30085,5.0,1,1,Couples,Water Park
30088,5.0,1,1,Couples,Beach
30091,4.75,4,4,Solo,Temple
30094,5.0,1,1,Couples,Wildlife
30095,4.0,1,1,Friends,Beach
30096,4.0,3,2,Couples,Beach
30097,5.0,1,1,Family,Water Park
30099,4.0,1,1,Family,Temple
30100,5.0,1,1,Couples,Wildlife
30103,5.0,2,2,Couples,Temple
30105,5.0,1,1,Friends,Beach
30107,4.0,2,2,Couples,Beach
30109,4.0,5,1,Friends,Temple
30110,4.0,1,1,Couples,Temple
30113,4.0,1,1,Couples,Beach
30117,5.0,1,1,Friends,Museum
30119,4.0,1,1,Friends,Wildlife
30122,4.0,1,1,Friends,Beach
30127,4.0,2,2,Couples,Landmark
30130,3.5,4,1,Solo,Volcano
30132,5.0,1,1,Couples,Wildlife
30133,1.0,1,1,Couples,Beach
30136,4.0,1,1,Family,Wildlife
30137,5.0,1,1,Couples,Water Park
30140,5.0,2,2,Friends,Beach
30141,4.0,1,1,Couples,Wildlife
30142,5.0,1,1,Couples,Wildlife
30145,4.0,1,1,Couples,Beach
30149,4.5,4,2,Friends,Landmark
30155,3.0,1,1,Family,Wildlife
30158,5.0,1,1,Friends,Wildlife
30164,5.0,1,1,Couples,Wildlife
30165,5.0,1,1,Family,Beach
30166,4.0,1,1,Couples,Beach
30168,5.0,2,1,Family,Beach
30169,4.0,5,4,Friends,Wildlife
30175,5.0,2,2,Family,Landmark
30176,4.0,1,1,Couples,Wildlife
30179,2.0,1,1,Couples,Beach
30182,5.0,1,1,Family,Water Park
30187,5.0,1,1,Solo,Temple
30192,5.0,1,1,Family,Water Park
30194,4.0,1,1,Friends,Landmark
30195,4.0,2,1,Couples,Volcano
30196,3.0,1,1,Friends,Wildlife
30199,4.0,1,1,Solo,Street/Area
30200,4.0,1,1,Family,Palace
30201,1.0,1,1,Solo,Landmark
30204,4.0,1,1,Couples,Landmark
30206,5.0,1,1,Couples,Temple
30209,4.5,2,2,Couples,Waterfall
30213,5.0,1,1,Couples,Temple
30218,5.0,1,1,Couples,Beach
30219,4.333333333333333,3,3,Couples,Landmark
30222,5.0,1,1,Solo,Beach
30224,5.0,1,1,Couples,Wildlife
30226,4.0,1,1,Couples,Wildlife
30233,5.0,1,1,Friends,Wildlife
30244,4.0,1,1,Friends,Beach
30245,4.0,1,1,Friends,Landmark
30250,4.0,1,1,Family,Water Park
30254,2.0,1,1,Couples,Temple
30257,4.666666666666667,3,3,Couples,Temple
30258,4.0,2,2,Couples,Beach
30260,5.0,1,1,Friends,Volcano
30261,5.0,1,1,Solo,Landmark
30265,3.5,2,2,Friends,Beach
30268,5.0,1,1,Couples,Water Park
30269,3.0,1,1,Family,Beach
30278,3.0,2,1,Friends,Temple
30279,4.0,1,1,Solo,Temple
30286,5.0,1,1,Couples,Wildlife
30287,5.0,1,1,Family,Water Park
30291,5.0,1,1,Family,Water Park
30292,5.0,1,1,Couples,Volcano
30297,3.0,1,1,Couples,Palace
30305,4.0,1,1,Friends,Beach
30308,3.0,1,1,Friends,Beach
30311,5.0,2,1,Couples,Water Park
30312,5.0,3,3,Couples,Beach
30314,5.0,1,1,Family,Wildlife
30315,5.0,1,1,Solo,Wildlife
30318,4.0,1,1,Couples,Beach
30319,4.333333333333333,3,1,Friends,Museum
30320,3.0,1,1,Family,Wildlife
30322,4.0,1,1,Couples,Beach
30323,5.0,1,1,Family,Wildlife
30324,3.0,2,2,Family,Water Park
30327,4.0,1,1,Couples,Landmark
30333,5.0,2,1,Friends,Museum
30334,5.0,1,1,Couples,Wildlife
30335,5.0,2,2,Solo,Temple
30338,5.0,1,1,Couples,Waterfall
30342,4.0,1,1,Family,Temple
30347,3.0,1,1,Friends,Waterfall
30348,3.7142857142857144,7,5,Family,Temple
30354,4.0,2,2,Couples,Beach
30355,3.0,2,1,Solo,Beach
30359,3.0,1,1,Friends,Wildlife
30360,4.5,2,2,Couples,Water Park
30363,3.5,2,2,Couples,Beach
30365,3.0,1,1,Friends,Waterfall
30366,4.0,1,1,Couples,Beach
30372,4.5,4,3,Couples,Temple
30373,5.0,1,1,Friends,Temple
30374,2.0,1,1,Business,Landmark
30376,5.0,1,1,Couples,Water Park
30377,5.0,1,1,Couples,Wildlife
30380,4.0,1,1,Friends,Wildlife
30383,4.0,1,1,Friends,Landmark
30385,5.0,1,1,Couples,Water Park
30386,1.0,1,1,Couples,Wildlife
30389,4.0,1,1,Couples,Temple
30390,4.5,2,2,Couples,Beach
30392,2.0,1,1,Family,Water Park
30394,3.0,1,1,Couples,Wildlife
30396,4.0,1,1,Friends,Wildlife
30397,4.0,1,1,Couples,Palace
30399,5.0,1,1,Solo,Landmark
30405,4.0,1,1,Family,Beach
30406,5.0,1,1,Friends,Wildlife
30409,5.0,1,1,Friends,Landmark
30413,4.0,2,1,Friends,Cultural Show
30414,2.0,1,1,Friends,Landmark
30415,5.0,1,1,Couples,Wildlife
30417,5.0,2,2,Couples,Beach
30418,4.0,1,1,Couples,Waterfall
30419,1.0,1,1,Family,Beach
30420,4.571428571428571,7,3,Solo,Street/Area
30424,5.0,1,1,Family,Wildlife
30429,5.0,1,1,Friends,Wildlife
30431,1.0,1,1,Couples,Temple
30434,5.0,1,1,Couples,Wildlife
30436,4.0,1,1,Couples,Wildlife
30439,5.0,1,1,Couples,Beach
30441,5.0,1,1,Family,Water Park
30442,3.0,1,1,Couples,Temple
30450,4.0,1,1,Couples,Wildlife
30451,3.5,2,2,Couples,Beach
30452,5.0,1,1,Couples,Wildlife
30453,3.0,1,1,Family,Wildlife
30454,4.0,1,1,Family,Water Park
30455,5.0,1,1,Couples,Landmark
30457,4.0,1,1,Couples,Wildlife
30463,5.0,2,2,Family,Temple
30466,4.5,4,4,Solo,Beach
30469,5.0,2,2,Couples,Water Park
30474,5.0,2,2,Family,Water Park
30475,5.0,2,1,Solo,Wildlife
30477,1.0,1,1,Solo,Beach
30479,3.0,1,1,Solo,Wildlife
30484,5.0,1,1,Friends,Beach
30485,4.0,1,1,Family,Wildlife
30491,4.0,1,1,Couples,Wildlife
30492,4.5,2,1,Friends,Volcano
30509,5.0,1,1,Solo,Landmark
30511,5.0,1,1,Friends,Wildlife
30512,4.0,1,1,Family,Water Park
30513,5.0,2,2,Couples,Street/Area
30518,4.0,1,1,Friends,Wildlife
30521,5.0,1,1,Couples,Waterfall
30522,2.0,1,1,Couples,Beach
30523,3.0,1,1,Friends,Waterfall
30526,5.0,1,1,Couples,Beach
30528,5.0,1,1,Friends,Museum
30531,5.0,2,1,Friends,Water Park
30532,5.0,1,1,Couples,Wildlife
30546,4.4,5,4,Couples,Temple
30549,3.0,2,2,Couples,Beach
30551,4.0,1,1,Couples,Beach
30555,5.0,1,1,Friends,Temple
30556,3.0,1,1,Friends,Museum
30560,5.0,1,1,Family,Wildlife
30565,5.0,1,1,Solo,Street/Area
30570,4.0,1,1,Couples,Wildlife
30571,4.0,1,1,Friends,Museum
30576,4.0,1,1,Couples,Beach
30579,2.75,4,1,Couples,Palace
30582,5.0,1,1,Family,Street/Area
30585,5.0,1,1,Couples,Landmark
30589,4.333333333333333,6,4,Friends,Street/Area
30594,5.0,1,1,Family,Water Park
30599,5.0,1,1,Solo,Landmark
30600,5.0,1,1,Couples,Water Park
30601,4.0,1,1,Couples,Wildlife
30602,4.0,1,1,Solo,Temple
30603,4.0,2,1,Couples,Street/Area
30604,3.0,3,2,Friends,Palace
30608,4.5,2,2,Family,Beach
30612,2.0,1,1,Family,Landmark
30616,4.0,1,1,Friends,Water Park
30621,5.0,1,1,Solo,Wildlife
30622,5.0,1,1,Family,Water Park
30623,5.0,1,1,Couples,Cave
30624,4.0,1,1,Solo,Wildlife
30626,2.0,1,1,Family,Temple
30631,4.0,1,1,Couples,Beach
30633,5.0,1,1,Family,Waterfall
30636,3.5,2,2,Solo,Temple
30637,5.0,1,1,Couples,Landmark
30642,4.0,1,1,Couples,Beach
30644,5.0,1,1,Couples,Landmark
30647,4.0,1,1,Couples,Temple
30648,2.0,2,1,Friends,Temple
30650,4.0,2,2,Family,Beach
30653,4.0,1,1,Couples,Temple
30655,4.0,1,1,Couples,Landmark
30660,4.0,2,2,Family,Landmark
30665,5.0,1,1,Solo,Temple
30666,5.0,1,1,Couples,Temple
30672,5.0,1,1,Friends,Temple
30673,5.0,5,1,Friends,Museum
30675,5.0,1,1,Couples,Temple
30676,4.0,2,2,Couples,Beach
30681,5.0,1,1,Friends,Temple
30683,2.0,1,1,Family,Water Park
30684,4.333333333333333,3,2,Solo,Wildlife
30685,5.0,2,2,Couples,Landmark
30688,5.0,1,1,Couples,Wildlife
30689,5.0,1,1,Couples,Wildlife
30691,5.0,1,1,Couples,Beach
30693,4.0,2,2,Family,Beach
30694,5.0,2,1,Couples,Water Park
